verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label
oboreru,溺れる,おぼれる,oboreru,тонуть,N3,ichidan,obore,溺れ,溺れた,溺れて,溺れない,溺れれば,溺れたら,溺れられる,溺れれる,溺れられる,溺れさせる,溺れさせられる,溺れろ,溺れるな,溺れよう,溺れたい,溺れなければ,溺れなきゃ,溺れなくちゃ,тонуть,утонуть,тону,буду тонуть,тонул(а),утонул(а),утону,утону,утонув,не тони,не утонем,пассив: действие «тонуть» направлено на субъект,заставить / разрешить: утонуть,быть вынужденным: утонуть,溺れ,溺れ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
omoitsuku,思い付く,おもいつく,omoitsuku,придумывать,N3,godan-ku,omoitsuk,思い付き,思い付いた,思い付いて,思い付かない,思い付けば,思い付いたら,思い付ける,,思い付かれる,思い付かせる,思い付かせられる,思い付け,思い付くな,思い付こう,思い付きたい,思い付かなければ,思い付かなきゃ,思い付かなくちゃ,придумывать,придумать,придумываю,буду придумывать,придумывал(а),придумал(а),придумаю,придумаю,придумав,придумай,придумаем,пассив: действие «придумывать» направлено на субъект,заставить / разрешить: придумать,быть вынужденным: придумать,思い付,思い付,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,
oyobosu,及ぼす,およぼす,oyobosu,оказывать влияние; причинять,N3,godan-su,oyobos,及ぼし,及ぼした,及ぼして,及ぼさない,及ぼせば,及ぼしたら,及ぼせる,,及ぼされる,及ぼさせる,及ぼさせられる,及ぼせ,及ぼすな,及ぼそう,及ぼしたい,及ぼさなければ,及ぼさなきゃ,及ぼさなくちゃ,оказывать / причинять,оказать / причинить,оказываю / причиняю,буду оказывать / причинять,оказывал(а) / причинял(а),оказал(а) / причинил(а),окажу / причиню,окажу / причиню,оказав / причинив,окажи / причини,окажем / причиним,пассив: действие «оказывать / причинять» направлено на субъект,заставить / разрешить: оказать / причинить,быть вынужденным: оказать / причинить,及ぼ,及ぼ,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
orosu,降ろす,おろす,orosu,спускать; высаживать,N3,godan-su,oros,降ろし,降ろした,降ろして,降ろさない,降ろせば,降ろしたら,降ろせる,,降ろされる,降ろさせる,降ろさせられる,降ろせ,降ろすな,降ろそう,降ろしたい,降ろさなければ,降ろさなきゃ,降ろさなくちゃ,спускать / высаживать,спустить / высадить,спускаю / высаживаю,буду спускать / высаживать,спускал(а) / высаживал(а),спустил(а) / высадил(а),спущу / высажу,спущу / высажу,спустив / высадив,спусти / высади,спустим / высадим,пассив: действие «спускать / высаживать» направлено на субъект,заставить / разрешить: спустить / высадить,быть вынужденным: спустить / высадить,降ろ,降ろ,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
kau_2,飼う,かう,kau,держать домашнее животное,N3,godan-u,ka,飼い,飼った,飼って,飼わない,飼えば,飼ったら,飼える,,飼われる,飼わせる,飼わせられる,飼え,飼うな,飼おう,飼いたい,飼わなければ,飼わなきゃ,飼わなくちゃ,держать / разводить,завести / вырастить,держу / развожу,буду держать / разводить,держал(а) / разводил(а),завёл(ла) / вырастил(а),заведу / выращу,заведу / выращу,заведя / вырастив,заведи,заведём,пассив: действие «держать / разводить» направлено на субъект,заставить / разрешить: завести / вырастить,быть вынужденным: завести / вырастить,飼,飼,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,
kaesu_2,帰す,かえす,kaesu,отправлять обратно,N3,godan-su,kaes,帰し,帰した,帰して,帰さない,帰せば,帰したら,帰せる,,帰される,帰させる,帰させられる,帰せ,帰すな,帰そう,帰したい,帰さなければ,帰さなきゃ,帰さなくちゃ,отправлять обратно,отправить обратно,отправляю обратно,буду отправлять обратно,отправлял(а) обратно,отправил(а) обратно,отправлю обратно,отправлю обратно,отправив обратно,отправь обратно,отправим обратно,пассив: действие «отправлять обратно» направлено на субъект,заставить / разрешить: отправить обратно,быть вынужденным: отправить обратно,帰,帰,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
kaeru_2,替える,かえる,kaeru,заменять; менять,N3,ichidan,kae,替え,替えた,替えて,替えない,替えれば,替えたら,替えられる,替えれる,替えられる,替えさせる,替えさせられる,替えろ,替えるな,替えよう,替えたい,替えなければ,替えなきゃ,替えなくちゃ,заменять / менять,заменить / поменять,заменяю / меняю,буду заменять / менять,заменял(а) / менял(а),заменил(а) / поменял(а),заменю / поменяю,заменю / поменяю,заменив / поменяв,замени / поменяй,заменим / поменяем,пассив: действие «заменять / менять» направлено на субъект,заставить / разрешить: заменить / поменять,быть вынужденным: заменить / поменять,替え,替え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
kakaeru,抱える,かかえる,kakaeru,держать; иметь проблему,N3,ichidan,kakae,抱え,抱えた,抱えて,抱えない,抱えれば,抱えたら,抱えられる,抱えれる,抱えられる,抱えさせる,抱えさせられる,抱えろ,抱えるな,抱えよう,抱えたい,抱えなければ,抱えなきゃ,抱えなくちゃ,держать / иметь,подхватить / получить,держу / имею,буду держать / иметь,держал(а) / имел(а),подхватил(а) / получил(а),подхвачу / получу,подхвачу / получу,подхватив / получив,держи,подхватим / получим,пассив: действие «держать / иметь» направлено на субъект,заставить / разрешить: подхватить / получить,быть вынужденным: подхватить / получить,抱え,抱え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
kagayaku,輝く,かがやく,kagayaku,сиять; блестеть,N3,godan-ku,kagayak,輝き,輝いた,輝いて,輝かない,輝けば,輝いたら,輝ける,,輝かれる,輝かせる,輝かせられる,輝け,輝くな,輝こう,輝きたい,輝かなければ,輝かなきゃ,輝かなくちゃ,сиять / блестеть,засиять / блеснуть,сияет / блестит,буду сиять / блестеть,сияло / блестело,засияло / блеснуло,засияет / блеснёт,засияет / блеснёт,засияв / блеснув,—,—,пассив: действие «сиять / блестеть» направлено на субъект,заставить / разрешить: засиять / блеснуть,быть вынужденным: засиять / блеснуть,輝,輝,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,
kagiru,限る,かぎる,kagiru,ограничивать,N3,godan-ru,kagi,限り,限った,限って,限らない,限れば,限ったら,限れる,,限られる,限らせる,限らせられる,限れ,限るな,限ろう,限りたい,限らなければ,限らなきゃ,限らなくちゃ,ограничивать,ограничить,ограничиваю,буду ограничивать,ограничивал(а),ограничил(а),ограничу,ограничу,ограничив,ограничь,ограничим,пассив: действие «ограничивать» направлено на субъект,заставить / разрешить: ограничить,быть вынужденным: ограничить,限,限,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
kaku_2,掻く,かく,kaku,чесать; царапать,N3,godan-ku,kak,掻き,掻いた,掻いて,掻かない,掻けば,掻いたら,掻ける,,掻かれる,掻かせる,掻かせられる,掻け,掻くな,掻こう,掻きたい,掻かなければ,掻かなきゃ,掻かなくちゃ,чесать / царапать,почесать / поцарапать,чешу / царапаю,буду чесать / царапать,чесал(а) / царапал(а),почесал(а) / поцарапал(а),почешу / поцарапаю,почешу / поцарапаю,почесав / поцарапав,почеши / поцарапай,почешем / поцарапаем,пассив: действие «чесать / царапать» направлено на субъект,заставить / разрешить: почесать / поцарапать,быть вынужденным: почесать / поцарапать,掻,掻,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,
